"","taxonname","group","year","abundance","relative_abundance","relative_abundance_perc","log_abundance","group2"
"3050","Planaria_torva","Platyhelminthes",2012,0,0,0,0,"Platyhelminthes"
"3051","Planaria_torva","Platyhelminthes",2013,0,0,0,0,"Platyhelminthes"
"3052","Planaria_torva","Platyhelminthes",2014,1,0,0,0.693147180559945,"Platyhelminthes"
"3053","Planaria_torva","Platyhelminthes",2015,1,0,0,0.693147180559945,"Platyhelminthes"
"3054","Planaria_torva","Platyhelminthes",2016,0,0,0,0,"Platyhelminthes"
"3055","Planaria_torva","Platyhelminthes",2017,0,0,0,0,"Platyhelminthes"
"3056","Planaria_torva","Platyhelminthes",2020,0,0,0,0,"Platyhelminthes"
"3057","Planorbarius_corneus","Gastropoda",2010,0,0,0,0,"Mollusc"
"3058","Planorbarius_corneus","Gastropoda",2012,0,0,0,0,"Mollusc"
"3059","Planorbarius_corneus","Gastropoda",2013,16,0,0,2.83321334405622,"Mollusc"
"3060","Planorbarius_corneus","Gastropoda",2014,0,0,0,0,"Mollusc"
"3061","Planorbarius_corneus","Gastropoda",2015,11,0,0,2.484906649788,"Mollusc"
"3062","Planorbarius_corneus","Gastropoda",2016,9,0,0,2.30258509299405,"Mollusc"
"3063","Planorbarius_corneus","Gastropoda",2017,24,0,0,3.2188758248682,"Mollusc"
"3064","Planorbarius_corneus","Gastropoda",2020,94,0,0,4.55387689160054,"Mollusc"
"3065","Planorbidae_Gen._sp.","Gastropoda",2010,0,0,0,0,"Mollusc"
"3066","Planorbidae_Gen._sp.","Gastropoda",2012,0,0,0,0,"Mollusc"
"3067","Planorbidae_Gen._sp.","Gastropoda",2013,0,0,0,0,"Mollusc"
"3068","Planorbidae_Gen._sp.","Gastropoda",2014,0,0,0,0,"Mollusc"
"3069","Planorbidae_Gen._sp.","Gastropoda",2015,0,0,0,0,"Mollusc"
"3070","Planorbidae_Gen._sp.","Gastropoda",2016,0,0,0,0,"Mollusc"
"3071","Planorbidae_Gen._sp.","Gastropoda",2017,18,0,0,2.94443897916644,"Mollusc"
"3072","Planorbidae_Gen._sp.","Gastropoda",2020,0,0,0,0,"Mollusc"
"3073","Planorbis_carinatus","Gastropoda",2010,0,0,0,0,"Mollusc"
"3074","Planorbis_carinatus","Gastropoda",2012,1,0,0,0.693147180559945,"Mollusc"
"3075","Planorbis_carinatus","Gastropoda",2013,0,0,0,0,"Mollusc"
"3076","Planorbis_carinatus","Gastropoda",2014,0,0,0,0,"Mollusc"
"3077","Planorbis_carinatus","Gastropoda",2015,2,0,0,1.09861228866811,"Mollusc"
"3078","Planorbis_carinatus","Gastropoda",2016,0,0,0,0,"Mollusc"
"3079","Planorbis_carinatus","Gastropoda",2017,0,0,0,0,"Mollusc"
"3080","Planorbis_carinatus","Gastropoda",2020,45,0,0,3.8286413964891,"Mollusc"
"3081","Planorbis_planorbis","Gastropoda",2010,0,0,0,0,"Mollusc"
"3082","Planorbis_planorbis","Gastropoda",2012,4,0,0,1.6094379124341,"Mollusc"
"3083","Planorbis_planorbis","Gastropoda",2013,3,0,0,1.38629436111989,"Mollusc"
"3084","Planorbis_planorbis","Gastropoda",2014,23,0,0,3.17805383034795,"Mollusc"
"3085","Planorbis_planorbis","Gastropoda",2015,0,0,0,0,"Mollusc"
"3086","Planorbis_planorbis","Gastropoda",2016,0,0,0,0,"Mollusc"
"3087","Planorbis_planorbis","Gastropoda",2017,1,0,0,0.693147180559945,"Mollusc"
"3088","Planorbis_planorbis","Gastropoda",2020,51,0,0,3.95124371858143,"Mollusc"
"3089","Planorbis_sp.","Gastropoda",2010,0,0,0,0,"Mollusc"
"3090","Planorbis_sp.","Gastropoda",2012,0,0,0,0,"Mollusc"
"3091","Planorbis_sp.","Gastropoda",2013,0,0,0,0,"Mollusc"
"3092","Planorbis_sp.","Gastropoda",2014,24,0,0,3.2188758248682,"Mollusc"
"3093","Planorbis_sp.","Gastropoda",2015,0,0,0,0,"Mollusc"
"3094","Planorbis_sp.","Gastropoda",2016,0,0,0,0,"Mollusc"
"3095","Planorbis_sp.","Gastropoda",2017,0,0,0,0,"Mollusc"
"3096","Planorbis_sp.","Gastropoda",2020,0,0,0,0,"Mollusc"
"3097","Platambus_maculatus_Ad.","Coleoptera",2010,32,0,0,3.49650756146648,"Insect"
"3098","Platambus_maculatus_Ad.","Coleoptera",2012,13,0,0,2.63905732961526,"Insect"
"3099","Platambus_maculatus_Ad.","Coleoptera",2013,2,0,0,1.09861228866811,"Insect"
"3100","Platambus_maculatus_Ad.","Coleoptera",2014,23,0,0,3.17805383034795,"Insect"
"3101","Platambus_maculatus_Ad.","Coleoptera",2015,46,0,0,3.85014760171006,"Insect"
"3102","Platambus_maculatus_Ad.","Coleoptera",2016,14,0,0,2.70805020110221,"Insect"
"3103","Platambus_maculatus_Ad.","Coleoptera",2017,15,0,0,2.77258872223978,"Insect"
"3104","Platambus_maculatus_Ad.","Coleoptera",2020,43,0,0,3.78418963391826,"Insect"
"3105","Platycnemis_pennipes","Odonata",2010,66,0,0,4.20469261939097,"Insect"
"3106","Platycnemis_pennipes","Odonata",2012,100,0,0,4.61512051684126,"Insect"
"3107","Platycnemis_pennipes","Odonata",2013,107,0,0,4.68213122712422,"Insect"
"3108","Platycnemis_pennipes","Odonata",2014,95,0,0,4.56434819146784,"Insect"
"3109","Platycnemis_pennipes","Odonata",2015,81,0,0,4.40671924726425,"Insect"
"3110","Platycnemis_pennipes","Odonata",2016,66,0,0,4.20469261939097,"Insect"
"3111","Platycnemis_pennipes","Odonata",2017,7,0,0,2.07944154167984,"Insect"
"3112","Platycnemis_pennipes","Odonata",2020,113,0,0,4.7361984483945,"Insect"
"3113","Platycnemis_sp.","Odonata",2010,0,0,0,0,"Insect"
"3114","Platycnemis_sp.","Odonata",2012,0,0,0,0,"Insect"
"3115","Platycnemis_sp.","Odonata",2013,0,0,0,0,"Insect"
"3116","Platycnemis_sp.","Odonata",2014,0,0,0,0,"Insect"
"3117","Platycnemis_sp.","Odonata",2015,0,0,0,0,"Insect"
"3118","Platycnemis_sp.","Odonata",2016,0,0,0,0,"Insect"
"3119","Platycnemis_sp.","Odonata",2017,2,0,0,1.09861228866811,"Insect"
"3120","Platycnemis_sp.","Odonata",2020,0,0,0,0,"Insect"
"3121","Plea_minutissima_ssp.","Hemiptera",2010,1,0,0,0.693147180559945,"Insect"
"3122","Plea_minutissima_ssp.","Hemiptera",2012,0,0,0,0,"Insect"
"3123","Plea_minutissima_ssp.","Hemiptera",2013,0,0,0,0,"Insect"
"3124","Plea_minutissima_ssp.","Hemiptera",2014,4,0,0,1.6094379124341,"Insect"
"3125","Plea_minutissima_ssp.","Hemiptera",2015,0,0,0,0,"Insect"
"3126","Plea_minutissima_ssp.","Hemiptera",2016,8,0,0,2.19722457733622,"Insect"
"3127","Plea_minutissima_ssp.","Hemiptera",2017,0,0,0,0,"Insect"
"3128","Plea_minutissima_ssp.","Hemiptera",2020,1,0,0,0.693147180559945,"Insect"
"3129","Plectrocnemia_conspersa_ssp.","Trichoptera",2010,54,0,0,4.00733318523247,"EPT"
"3130","Plectrocnemia_conspersa_ssp.","Trichoptera",2012,2,0,0,1.09861228866811,"EPT"
"3131","Plectrocnemia_conspersa_ssp.","Trichoptera",2013,39,0,0,3.68887945411394,"EPT"
"3132","Plectrocnemia_conspersa_ssp.","Trichoptera",2014,4,0,0,1.6094379124341,"EPT"
"3133","Plectrocnemia_conspersa_ssp.","Trichoptera",2015,24,0,0,3.2188758248682,"EPT"
"3134","Plectrocnemia_conspersa_ssp.","Trichoptera",2016,14,0,0,2.70805020110221,"EPT"
"3135","Plectrocnemia_conspersa_ssp.","Trichoptera",2017,64,0,0,4.17438726989564,"EPT"
"3136","Plectrocnemia_conspersa_ssp.","Trichoptera",2020,0,0,0,0,"EPT"
"3137","Plectrocnemia_sp.","Trichoptera",2010,1,0,0,0.693147180559945,"EPT"
"3138","Plectrocnemia_sp.","Trichoptera",2012,0,0,0,0,"EPT"
"3139","Plectrocnemia_sp.","Trichoptera",2013,0,0,0,0,"EPT"
"3140","Plectrocnemia_sp.","Trichoptera",2014,0,0,0,0,"EPT"
"3141","Plectrocnemia_sp.","Trichoptera",2015,0,0,0,0,"EPT"
"3142","Plectrocnemia_sp.","Trichoptera",2016,0,0,0,0,"EPT"
"3143","Plectrocnemia_sp.","Trichoptera",2017,0,0,0,0,"EPT"
"3144","Plectrocnemia_sp.","Trichoptera",2020,0,0,0,0,"EPT"
"3145","Polycentropodidae_Gen._sp.","Trichoptera",2010,0,0,0,0,"EPT"
"3146","Polycentropodidae_Gen._sp.","Trichoptera",2012,0,0,0,0,"EPT"
"3147","Polycentropodidae_Gen._sp.","Trichoptera",2013,0,0,0,0,"EPT"
"3148","Polycentropodidae_Gen._sp.","Trichoptera",2014,0,0,0,0,"EPT"
"3149","Polycentropodidae_Gen._sp.","Trichoptera",2015,35,0,0,3.58351893845611,"EPT"
"3150","Polycentropodidae_Gen._sp.","Trichoptera",2016,13,0,0,2.63905732961526,"EPT"
"3151","Polycentropodidae_Gen._sp.","Trichoptera",2017,12,0,0,2.56494935746154,"EPT"
"3152","Polycentropodidae_Gen._sp.","Trichoptera",2020,0,0,0,0,"EPT"
"3153","Polycentropus_flavomaculatus_ssp.","Trichoptera",2010,41,0,0,3.73766961828337,"EPT"
"3154","Polycentropus_flavomaculatus_ssp.","Trichoptera",2012,307,0.01,1,5.73009978297357,"EPT"
"3155","Polycentropus_flavomaculatus_ssp.","Trichoptera",2013,276,0.01,1,5.62401750618734,"EPT"
"3156","Polycentropus_flavomaculatus_ssp.","Trichoptera",2014,56,0,0,4.04305126783455,"EPT"
"3157","Polycentropus_flavomaculatus_ssp.","Trichoptera",2015,174,0.01,1,5.16478597392351,"EPT"
"3158","Polycentropus_flavomaculatus_ssp.","Trichoptera",2016,249,0.01,1,5.52146091786225,"EPT"
"3159","Polycentropus_flavomaculatus_ssp.","Trichoptera",2017,156,0.01,1,5.05624580534831,"EPT"
"3160","Polycentropus_flavomaculatus_ssp.","Trichoptera",2020,208,0.01,1,5.34233425196481,"EPT"
"3161","Polycentropus_irroratus","Trichoptera",2010,6,0,0,1.94591014905531,"EPT"
"3162","Polycentropus_irroratus","Trichoptera",2012,0,0,0,0,"EPT"
"3163","Polycentropus_irroratus","Trichoptera",2013,0,0,0,0,"EPT"
"3164","Polycentropus_irroratus","Trichoptera",2014,14,0,0,2.70805020110221,"EPT"
"3165","Polycentropus_irroratus","Trichoptera",2015,18,0,0,2.94443897916644,"EPT"
"3166","Polycentropus_irroratus","Trichoptera",2016,0,0,0,0,"EPT"
"3167","Polycentropus_irroratus","Trichoptera",2017,0,0,0,0,"EPT"
"3168","Polycentropus_irroratus","Trichoptera",2020,0,0,0,0,"EPT"
"3169","Polycentropus_sp.","Trichoptera",2010,14,0,0,2.70805020110221,"EPT"
"3170","Polycentropus_sp.","Trichoptera",2012,0,0,0,0,"EPT"
"3171","Polycentropus_sp.","Trichoptera",2013,0,0,0,0,"EPT"
"3172","Polycentropus_sp.","Trichoptera",2014,5,0,0,1.79175946922805,"EPT"
"3173","Polycentropus_sp.","Trichoptera",2015,0,0,0,0,"EPT"
"3174","Polycentropus_sp.","Trichoptera",2016,0,0,0,0,"EPT"
"3175","Polycentropus_sp.","Trichoptera",2017,12,0,0,2.56494935746154,"EPT"
"3176","Polycentropus_sp.","Trichoptera",2020,0,0,0,0,"EPT"
"3177","Polypedilum_exsectum","Diptera",2010,0,0,0,0,"Insect"
"3178","Polypedilum_exsectum","Diptera",2012,0,0,0,0,"Insect"
"3179","Polypedilum_exsectum","Diptera",2013,0,0,0,0,"Insect"
"3180","Polypedilum_exsectum","Diptera",2014,18,0,0,2.94443897916644,"Insect"
"3181","Polypedilum_exsectum","Diptera",2015,0,0,0,0,"Insect"
"3182","Polypedilum_exsectum","Diptera",2016,0,0,0,0,"Insect"
"3183","Polypedilum_exsectum","Diptera",2017,0,0,0,0,"Insect"
"3184","Polypedilum_exsectum","Diptera",2020,23,0,0,3.17805383034795,"Insect"
"3185","Polypedilum_sp.","Diptera",2010,0,0,0,0,"Insect"
"3186","Polypedilum_sp.","Diptera",2012,0,0,0,0,"Insect"
"3187","Polypedilum_sp.","Diptera",2013,0,0,0,0,"Insect"
"3188","Polypedilum_sp.","Diptera",2014,0,0,0,0,"Insect"
"3189","Polypedilum_sp.","Diptera",2015,0,0,0,0,"Insect"
"3190","Polypedilum_sp.","Diptera",2016,0,0,0,0,"Insect"
"3191","Polypedilum_sp.","Diptera",2017,0,0,0,0,"Insect"
"3192","Polypedilum_sp.","Diptera",2020,71,0,0,4.27666611901606,"Insect"
"3193","Pontogammarus_robustoides","Amphipoda",2010,0,0,0,0,"Crustacea"
"3194","Pontogammarus_robustoides","Amphipoda",2012,0,0,0,0,"Crustacea"
"3195","Pontogammarus_robustoides","Amphipoda",2013,75,0,0,4.33073334028633,"Crustacea"
"3196","Pontogammarus_robustoides","Amphipoda",2014,1,0,0,0.693147180559945,"Crustacea"
"3197","Pontogammarus_robustoides","Amphipoda",2015,229,0.01,1,5.4380793089232,"Crustacea"
"3198","Pontogammarus_robustoides","Amphipoda",2016,122,0,0,4.81218435537242,"Crustacea"
"3199","Pontogammarus_robustoides","Amphipoda",2017,475,0.02,2,6.16541785423142,"Crustacea"
"3200","Pontogammarus_robustoides","Amphipoda",2020,1901,0.05,5,7.55066124310534,"Crustacea"
"3201","Potamanthus_luteus","Ephemeroptera",2010,113,0.01,1,4.7361984483945,"Ephemeroptera"
"3202","Potamanthus_luteus","Ephemeroptera",2012,335,0.01,1,5.8171111599632,"Ephemeroptera"
"3203","Potamanthus_luteus","Ephemeroptera",2013,30,0,0,3.43398720448515,"Ephemeroptera"
"3204","Potamanthus_luteus","Ephemeroptera",2014,176,0.01,1,5.17614973257383,"Ephemeroptera"
"3205","Potamanthus_luteus","Ephemeroptera",2015,115,0,0,4.75359019110636,"Ephemeroptera"
"3206","Potamanthus_luteus","Ephemeroptera",2016,25,0,0,3.25809653802148,"Ephemeroptera"
"3207","Potamanthus_luteus","Ephemeroptera",2017,44,0,0,3.80666248977032,"Ephemeroptera"
"3208","Potamanthus_luteus","Ephemeroptera",2020,42,0,0,3.76120011569356,"Ephemeroptera"
"3209","Potamophylax_latipennis","Trichoptera",2010,17,0,0,2.89037175789616,"EPT"
"3210","Potamophylax_latipennis","Trichoptera",2012,28,0,0,3.36729582998647,"EPT"
"3211","Potamophylax_latipennis","Trichoptera",2013,27,0,0,3.3322045101752,"EPT"
"3212","Potamophylax_latipennis","Trichoptera",2014,1,0,0,0.693147180559945,"EPT"
"3213","Potamophylax_latipennis","Trichoptera",2015,14,0,0,2.70805020110221,"EPT"
"3214","Potamophylax_latipennis","Trichoptera",2016,0,0,0,0,"EPT"
"3215","Potamophylax_latipennis","Trichoptera",2017,39,0,0,3.68887945411394,"EPT"
"3216","Potamophylax_latipennis","Trichoptera",2020,0,0,0,0,"EPT"
"3217","Potamophylax_rotundipennis","Trichoptera",2010,22,0,0,3.13549421592915,"EPT"
"3218","Potamophylax_rotundipennis","Trichoptera",2012,62,0,0,4.14313472639153,"EPT"
"3219","Potamophylax_rotundipennis","Trichoptera",2013,56,0,0,4.04305126783455,"EPT"
"3220","Potamophylax_rotundipennis","Trichoptera",2014,23,0,0,3.17805383034795,"EPT"
"3221","Potamophylax_rotundipennis","Trichoptera",2015,0,0,0,0,"EPT"
"3222","Potamophylax_rotundipennis","Trichoptera",2016,30,0,0,3.43398720448515,"EPT"
"3223","Potamophylax_rotundipennis","Trichoptera",2017,83,0,0,4.43081679884331,"EPT"
"3224","Potamophylax_rotundipennis","Trichoptera",2020,3,0,0,1.38629436111989,"EPT"
"3225","Potamophylax_sp.","Trichoptera",2010,0,0,0,0,"EPT"
"3226","Potamophylax_sp.","Trichoptera",2012,0,0,0,0,"EPT"
"3227","Potamophylax_sp.","Trichoptera",2013,0,0,0,0,"EPT"
"3228","Potamophylax_sp.","Trichoptera",2014,2,0,0,1.09861228866811,"EPT"
"3229","Potamophylax_sp.","Trichoptera",2015,0,0,0,0,"EPT"
"3230","Potamophylax_sp.","Trichoptera",2016,0,0,0,0,"EPT"
"3231","Potamophylax_sp.","Trichoptera",2017,0,0,0,0,"EPT"
"3232","Potamophylax_sp.","Trichoptera",2020,0,0,0,0,"EPT"
"3233","Procladius_ferrugineus","Diptera",2010,0,0,0,0,"Insect"
"3234","Procladius_ferrugineus","Diptera",2012,0,0,0,0,"Insect"
"3235","Procladius_ferrugineus","Diptera",2013,0,0,0,0,"Insect"
"3236","Procladius_ferrugineus","Diptera",2014,29,0,0,3.40119738166216,"Insect"
"3237","Procladius_ferrugineus","Diptera",2015,0,0,0,0,"Insect"
"3238","Procladius_ferrugineus","Diptera",2016,0,0,0,0,"Insect"
"3239","Procladius_ferrugineus","Diptera",2017,0,0,0,0,"Insect"
"3240","Procladius_ferrugineus","Diptera",2020,135,0,0,4.91265488573605,"Insect"
"3241","Procladius_sp.","Diptera",2010,0,0,0,0,"Insect"
"3242","Procladius_sp.","Diptera",2012,0,0,0,0,"Insect"
"3243","Procladius_sp.","Diptera",2013,0,0,0,0,"Insect"
"3244","Procladius_sp.","Diptera",2014,0,0,0,0,"Insect"
"3245","Procladius_sp.","Diptera",2015,0,0,0,0,"Insect"
"3246","Procladius_sp.","Diptera",2016,0,0,0,0,"Insect"
"3247","Procladius_sp.","Diptera",2017,0,0,0,0,"Insect"
"3248","Procladius_sp.","Diptera",2020,45,0,0,3.8286413964891,"Insect"
"3249","Procloeon_sp.","Ephemeroptera",2010,0,0,0,0,"Ephemeroptera"
"3250","Procloeon_sp.","Ephemeroptera",2012,0,0,0,0,"Ephemeroptera"
"3251","Procloeon_sp.","Ephemeroptera",2013,0,0,0,0,"Ephemeroptera"
"3252","Procloeon_sp.","Ephemeroptera",2014,0,0,0,0,"Ephemeroptera"
"3253","Procloeon_sp.","Ephemeroptera",2015,0,0,0,0,"Ephemeroptera"
"3254","Procloeon_sp.","Ephemeroptera",2016,0,0,0,0,"Ephemeroptera"
"3255","Procloeon_sp.","Ephemeroptera",2017,77,0,0,4.35670882668959,"Ephemeroptera"
"3256","Procloeon_sp.","Ephemeroptera",2020,0,0,0,0,"Ephemeroptera"
"3257","Protonemura_sp.","Plecoptera",2010,0,0,0,0,"EPT"
"3258","Protonemura_sp.","Plecoptera",2012,0,0,0,0,"EPT"
"3259","Protonemura_sp.","Plecoptera",2013,0,0,0,0,"EPT"
"3260","Protonemura_sp.","Plecoptera",2014,0,0,0,0,"EPT"
"3261","Protonemura_sp.","Plecoptera",2015,40,0,0,3.71357206670431,"EPT"
"3262","Protonemura_sp.","Plecoptera",2016,0,0,0,0,"EPT"
"3263","Protonemura_sp.","Plecoptera",2017,0,0,0,0,"EPT"
"3264","Protonemura_sp.","Plecoptera",2020,0,0,0,0,"EPT"
"3265","Psectrotanypus_sp.","Diptera",2010,0,0,0,0,"Insect"
"3266","Psectrotanypus_sp.","Diptera",2012,0,0,0,0,"Insect"
"3267","Psectrotanypus_sp.","Diptera",2013,0,0,0,0,"Insect"
"3268","Psectrotanypus_sp.","Diptera",2014,0,0,0,0,"Insect"
"3269","Psectrotanypus_sp.","Diptera",2015,0,0,0,0,"Insect"
"3270","Psectrotanypus_sp.","Diptera",2016,0,0,0,0,"Insect"
"3271","Psectrotanypus_sp.","Diptera",2017,0,0,0,0,"Insect"
"3272","Psectrotanypus_sp.","Diptera",2020,93,0,0,4.54329478227,"Insect"
"3273","Pseudanodonta_complanata_ssp.","Bivalvia",2010,0,0,0,0,"Mollusc"
"3274","Pseudanodonta_complanata_ssp.","Bivalvia",2012,0,0,0,0,"Mollusc"
"3275","Pseudanodonta_complanata_ssp.","Bivalvia",2013,0,0,0,0,"Mollusc"
"3276","Pseudanodonta_complanata_ssp.","Bivalvia",2014,0,0,0,0,"Mollusc"
"3277","Pseudanodonta_complanata_ssp.","Bivalvia",2015,0,0,0,0,"Mollusc"
"3278","Pseudanodonta_complanata_ssp.","Bivalvia",2016,1,0,0,0.693147180559945,"Mollusc"
"3279","Pseudanodonta_complanata_ssp.","Bivalvia",2017,0,0,0,0,"Mollusc"
"3280","Pseudanodonta_complanata_ssp.","Bivalvia",2020,0,0,0,0,"Mollusc"
"3281","Pseudanodonta_sp.","Bivalvia",2010,0,0,0,0,"Mollusc"
"3282","Pseudanodonta_sp.","Bivalvia",2012,0,0,0,0,"Mollusc"
"3283","Pseudanodonta_sp.","Bivalvia",2013,0,0,0,0,"Mollusc"
"3284","Pseudanodonta_sp.","Bivalvia",2014,0,0,0,0,"Mollusc"
"3285","Pseudanodonta_sp.","Bivalvia",2015,0,0,0,0,"Mollusc"
"3286","Pseudanodonta_sp.","Bivalvia",2016,0,0,0,0,"Mollusc"
"3287","Pseudanodonta_sp.","Bivalvia",2017,1,0,0,0.693147180559945,"Mollusc"
"3288","Pseudanodonta_sp.","Bivalvia",2020,0,0,0,0,"Mollusc"
"3289","Pseudocentroptiloides_nana","Ephemeroptera",2010,0,0,0,0,"Ephemeroptera"
"3290","Pseudocentroptiloides_nana","Ephemeroptera",2012,0,0,0,0,"Ephemeroptera"
"3291","Pseudocentroptiloides_nana","Ephemeroptera",2013,0,0,0,0,"Ephemeroptera"
"3292","Pseudocentroptiloides_nana","Ephemeroptera",2014,31,0,0,3.46573590279973,"Ephemeroptera"
"3293","Pseudocentroptiloides_nana","Ephemeroptera",2015,0,0,0,0,"Ephemeroptera"
"3294","Pseudocentroptiloides_nana","Ephemeroptera",2016,0,0,0,0,"Ephemeroptera"
"3295","Pseudocentroptiloides_nana","Ephemeroptera",2017,0,0,0,0,"Ephemeroptera"
"3296","Pseudocentroptiloides_nana","Ephemeroptera",2020,0,0,0,0,"Ephemeroptera"
"3297","Psychoda_pusilla","Diptera",2010,0,0,0,0,"Insect"
"3298","Psychoda_pusilla","Diptera",2012,0,0,0,0,"Insect"
"3299","Psychoda_pusilla","Diptera",2013,0,0,0,0,"Insect"
"3300","Psychoda_pusilla","Diptera",2014,0,0,0,0,"Insect"
"3301","Psychoda_pusilla","Diptera",2015,4,0,0,1.6094379124341,"Insect"
"3302","Psychoda_pusilla","Diptera",2016,0,0,0,0,"Insect"
"3303","Psychoda_pusilla","Diptera",2017,0,0,0,0,"Insect"
"3304","Psychoda_pusilla","Diptera",2020,0,0,0,0,"Insect"
"3305","Psychoda_sp.","Diptera",2010,0,0,0,0,"Insect"
"3306","Psychoda_sp.","Diptera",2012,0,0,0,0,"Insect"
"3307","Psychoda_sp.","Diptera",2013,0,0,0,0,"Insect"
"3308","Psychoda_sp.","Diptera",2014,0,0,0,0,"Insect"
"3309","Psychoda_sp.","Diptera",2015,0,0,0,0,"Insect"
"3310","Psychoda_sp.","Diptera",2016,0,0,0,0,"Insect"
"3311","Psychoda_sp.","Diptera",2017,14,0,0,2.70805020110221,"Insect"
"3312","Psychoda_sp.","Diptera",2020,5,0,0,1.79175946922805,"Insect"
"3313","Psychodidae_Gen._sp.","Diptera",2010,0,0,0,0,"Insect"
"3314","Psychodidae_Gen._sp.","Diptera",2012,0,0,0,0,"Insect"
"3315","Psychodidae_Gen._sp.","Diptera",2013,0,0,0,0,"Insect"
"3316","Psychodidae_Gen._sp.","Diptera",2014,0,0,0,0,"Insect"
"3317","Psychodidae_Gen._sp.","Diptera",2015,13,0,0,2.63905732961526,"Insect"
"3318","Psychodidae_Gen._sp.","Diptera",2016,1,0,0,0.693147180559945,"Insect"
"3319","Psychodidae_Gen._sp.","Diptera",2017,9,0,0,2.30258509299405,"Insect"
"3320","Psychodidae_Gen._sp.","Diptera",2020,5,0,0,1.79175946922805,"Insect"
"3321","Psychomyia_pusilla","Trichoptera",2010,3,0,0,1.38629436111989,"EPT"
"3322","Psychomyia_pusilla","Trichoptera",2012,12,0,0,2.56494935746154,"EPT"
"3323","Psychomyia_pusilla","Trichoptera",2013,43,0,0,3.78418963391826,"EPT"
"3324","Psychomyia_pusilla","Trichoptera",2014,3,0,0,1.38629436111989,"EPT"
"3325","Psychomyia_pusilla","Trichoptera",2015,2,0,0,1.09861228866811,"EPT"
"3326","Psychomyia_pusilla","Trichoptera",2016,0,0,0,0,"EPT"
"3327","Psychomyia_pusilla","Trichoptera",2017,24,0,0,3.2188758248682,"EPT"
"3328","Psychomyia_pusilla","Trichoptera",2020,0,0,0,0,"EPT"
"3329","Ptychoptera_sp.","Diptera",2010,8,0,0,2.19722457733622,"Insect"
"3330","Ptychoptera_sp.","Diptera",2012,16,0,0,2.83321334405622,"Insect"
"3331","Ptychoptera_sp.","Diptera",2013,92,0,0,4.53259949315326,"Insect"
"3332","Ptychoptera_sp.","Diptera",2014,26,0,0,3.29583686600433,"Insect"
"3333","Ptychoptera_sp.","Diptera",2015,0,0,0,0,"Insect"
"3334","Ptychoptera_sp.","Diptera",2016,3,0,0,1.38629436111989,"Insect"
"3335","Ptychoptera_sp.","Diptera",2017,14,0,0,2.70805020110221,"Insect"
"3336","Ptychoptera_sp.","Diptera",2020,0,0,0,0,"Insect"
"3337","Pyrrhosoma_nymphula","Odonata",2010,0,0,0,0,"Insect"
"3338","Pyrrhosoma_nymphula","Odonata",2012,2,0,0,1.09861228866811,"Insect"
"3339","Pyrrhosoma_nymphula","Odonata",2013,0,0,0,0,"Insect"
"3340","Pyrrhosoma_nymphula","Odonata",2014,0,0,0,0,"Insect"
"3341","Pyrrhosoma_nymphula","Odonata",2015,0,0,0,0,"Insect"
"3342","Pyrrhosoma_nymphula","Odonata",2016,0,0,0,0,"Insect"
"3343","Pyrrhosoma_nymphula","Odonata",2017,0,0,0,0,"Insect"
"3344","Pyrrhosoma_nymphula","Odonata",2020,1,0,0,0.693147180559945,"Insect"
"3345","Radix_auricularia","Gastropoda",2010,4,0,0,1.6094379124341,"Mollusc"
"3346","Radix_auricularia","Gastropoda",2012,28,0,0,3.36729582998647,"Mollusc"
"3347","Radix_auricularia","Gastropoda",2013,100,0,0,4.61512051684126,"Mollusc"
"3348","Radix_auricularia","Gastropoda",2014,45,0,0,3.8286413964891,"Mollusc"
"3349","Radix_auricularia","Gastropoda",2015,81,0,0,4.40671924726425,"Mollusc"
"3350","Radix_auricularia","Gastropoda",2016,76,0,0,4.34380542185368,"Mollusc"
"3351","Radix_auricularia","Gastropoda",2017,121,0,0,4.80402104473326,"Mollusc"
"3352","Radix_auricularia","Gastropoda",2020,140,0,0,4.94875989037817,"Mollusc"
"3353","Radix_sp.","Gastropoda",2010,0,0,0,0,"Mollusc"
"3354","Radix_sp.","Gastropoda",2012,0,0,0,0,"Mollusc"
"3355","Radix_sp.","Gastropoda",2013,0,0,0,0,"Mollusc"
"3356","Radix_sp.","Gastropoda",2014,0,0,0,0,"Mollusc"
"3357","Radix_sp.","Gastropoda",2015,0,0,0,0,"Mollusc"
"3358","Radix_sp.","Gastropoda",2016,0,0,0,0,"Mollusc"
"3359","Radix_sp.","Gastropoda",2017,4,0,0,1.6094379124341,"Mollusc"
"3360","Radix_sp.","Gastropoda",2020,56,0,0,4.04305126783455,"Mollusc"
"3361","Ranatra_linearis","Hemiptera",2010,1,0,0,0.693147180559945,"Insect"
"3362","Ranatra_linearis","Hemiptera",2012,2,0,0,1.09861228866811,"Insect"
"3363","Ranatra_linearis","Hemiptera",2013,0,0,0,0,"Insect"
"3364","Ranatra_linearis","Hemiptera",2014,8,0,0,2.19722457733622,"Insect"
"3365","Ranatra_linearis","Hemiptera",2015,1,0,0,0.693147180559945,"Insect"
"3366","Ranatra_linearis","Hemiptera",2016,0,0,0,0,"Insect"
"3367","Ranatra_linearis","Hemiptera",2017,1,0,0,0.693147180559945,"Insect"
"3368","Ranatra_linearis","Hemiptera",2020,1,0,0,0.693147180559945,"Insect"
